,delta,Tau,Method,Recovery
1860,4,0.0,Naive,1
1861,4,0.1,Randomized,1
1862,4,0.0,Naive,0
1863,4,0.1,Randomized,0
1864,4,0.0,Naive,0
1865,4,0.1,Randomized,0
1866,4,0.0,Naive,0
1867,4,0.1,Randomized,0
1868,4,0.0,Naive,0
1869,4,0.1,Randomized,0
1870,4,0.0,Naive,1
1871,4,0.1,Randomized,1
1872,4,0.0,Naive,0
1873,4,0.1,Randomized,0
1874,4,0.0,Naive,0
1875,4,0.1,Randomized,0
1876,4,0.0,Naive,0
1877,4,0.1,Randomized,0
1878,4,0.0,Naive,1
1879,4,0.1,Randomized,1
1880,4,0.0,Naive,0
1881,4,0.1,Randomized,0
1882,4,0.0,Naive,0
1883,4,0.1,Randomized,0
1884,4,0.0,Naive,0
1885,4,0.1,Randomized,0
1886,4,0.0,Naive,0
1887,4,0.1,Randomized,0
1888,4,0.0,Naive,1
1889,4,0.1,Randomized,1
1890,4,0.0,Naive,0
1891,4,0.1,Randomized,0
1892,4,0.0,Naive,1
1893,4,0.1,Randomized,1
1894,4,0.0,Naive,0
1895,4,0.1,Randomized,0
1896,4,0.0,Naive,1
1897,4,0.1,Randomized,1
1898,4,0.0,Naive,1
1899,4,0.1,Randomized,1
1900,4,0.0,Naive,0
1901,4,0.1,Randomized,0
1902,4,0.0,Naive,0
1903,4,0.1,Randomized,0
1904,4,0.0,Naive,1
1905,4,0.1,Randomized,1
1906,4,0.0,Naive,0
1907,4,0.1,Randomized,0
1908,4,0.0,Naive,0
1909,4,0.1,Randomized,0
1910,4,0.0,Naive,1
1911,4,0.1,Randomized,1
1912,4,0.0,Naive,0
1913,4,0.1,Randomized,0
1914,4,0.0,Naive,0
1915,4,0.1,Randomized,0
1916,4,0.0,Naive,0
1917,4,0.1,Randomized,1
1918,4,0.0,Naive,0
1919,4,0.1,Randomized,0
1920,4,0.0,Naive,0
1921,4,0.1,Randomized,0
1922,4,0.0,Naive,0
1923,4,0.1,Randomized,0
1924,4,0.0,Naive,0
1925,4,0.1,Randomized,0
1926,4,0.0,Naive,0
1927,4,0.1,Randomized,0
1928,4,0.0,Naive,0
1929,4,0.1,Randomized,0
1930,4,0.0,Naive,0
1931,4,0.1,Randomized,0
1932,4,0.0,Naive,0
1933,4,0.1,Randomized,0
1934,4,0.0,Naive,0
1935,4,0.1,Randomized,0
1936,4,0.0,Naive,0
1937,4,0.1,Randomized,0
1938,4,0.0,Naive,0
1939,4,0.1,Randomized,0
1940,4,0.0,Naive,0
1941,4,0.1,Randomized,0
1942,4,0.0,Naive,0
1943,4,0.1,Randomized,0
1944,4,0.0,Naive,0
1945,4,0.1,Randomized,0
1946,4,0.0,Naive,0
1947,4,0.1,Randomized,0
1948,4,0.0,Naive,1
1949,4,0.1,Randomized,1
1950,4,0.0,Naive,0
1951,4,0.1,Randomized,1
1952,4,0.0,Naive,0
1953,4,0.1,Randomized,0
1954,4,0.0,Naive,1
1955,4,0.1,Randomized,1
1956,4,0.0,Naive,1
1957,4,0.1,Randomized,1
1958,4,0.0,Naive,1
1959,4,0.1,Randomized,1
1960,4,0.0,Naive,0
1961,4,0.1,Randomized,0
1962,4,0.0,Naive,0
1963,4,0.1,Randomized,0
1964,4,0.0,Naive,0
1965,4,0.1,Randomized,0
1966,4,0.0,Naive,1
1967,4,0.1,Randomized,0
1968,4,0.0,Naive,0
1969,4,0.1,Randomized,0
1970,4,0.0,Naive,0
1971,4,0.1,Randomized,0
1972,4,0.0,Naive,0
1973,4,0.1,Randomized,0
1974,4,0.0,Naive,0
1975,4,0.1,Randomized,0
1976,4,0.0,Naive,0
1977,4,0.1,Randomized,0
1978,4,0.0,Naive,0
1979,4,0.1,Randomized,0
1980,4,0.0,Naive,0
1981,4,0.1,Randomized,0
1982,4,0.0,Naive,0
1983,4,0.1,Randomized,0
1984,4,0.0,Naive,1
1985,4,0.1,Randomized,1
1986,4,0.0,Naive,1
1987,4,0.1,Randomized,1
1988,4,0.0,Naive,0
1989,4,0.1,Randomized,0
1990,4,0.0,Naive,0
1991,4,0.1,Randomized,0
1992,4,0.0,Naive,0
1993,4,0.1,Randomized,0
1994,4,0.0,Naive,0
1995,4,0.1,Randomized,0
1996,4,0.0,Naive,0
1997,4,0.1,Randomized,0
1998,4,0.0,Naive,0
1999,4,0.1,Randomized,0
2000,6,0.0,Naive,1
2001,6,0.1,Randomized,1
2002,6,0.0,Naive,1
2003,6,0.1,Randomized,1
2004,6,0.0,Naive,1
2005,6,0.1,Randomized,1
2006,6,0.0,Naive,1
2007,6,0.1,Randomized,1
2008,6,0.0,Naive,1
2009,6,0.1,Randomized,1
2010,6,0.0,Naive,1
2011,6,0.1,Randomized,1
2012,6,0.0,Naive,1
2013,6,0.1,Randomized,1
2014,6,0.0,Naive,1
2015,6,0.1,Randomized,1
2016,6,0.0,Naive,1
2017,6,0.1,Randomized,0
2018,6,0.0,Naive,1
2019,6,0.1,Randomized,1
2020,6,0.0,Naive,1
2021,6,0.1,Randomized,1
2022,6,0.0,Naive,1
2023,6,0.1,Randomized,1
2024,6,0.0,Naive,1
2025,6,0.1,Randomized,1
2026,6,0.0,Naive,1
2027,6,0.1,Randomized,1
2028,6,0.0,Naive,1
2029,6,0.1,Randomized,1
2030,6,0.0,Naive,1
2031,6,0.1,Randomized,1
2032,6,0.0,Naive,1
2033,6,0.1,Randomized,1
2034,6,0.0,Naive,1
2035,6,0.1,Randomized,1
2036,6,0.0,Naive,1
2037,6,0.1,Randomized,1
2038,6,0.0,Naive,1
2039,6,0.1,Randomized,1
2040,6,0.0,Naive,1
2041,6,0.1,Randomized,1
2042,6,0.0,Naive,0
2043,6,0.1,Randomized,0
2044,6,0.0,Naive,0
2045,6,0.1,Randomized,0
2046,6,0.0,Naive,1
2047,6,0.1,Randomized,1
2048,6,0.0,Naive,1
2049,6,0.1,Randomized,1
2050,6,0.0,Naive,1
2051,6,0.1,Randomized,1
2052,6,0.0,Naive,1
2053,6,0.1,Randomized,1
2054,6,0.0,Naive,1
2055,6,0.1,Randomized,1
2056,6,0.0,Naive,1
2057,6,0.1,Randomized,1
2058,6,0.0,Naive,1
2059,6,0.1,Randomized,1
2060,6,0.0,Naive,1
2061,6,0.1,Randomized,1
2062,6,0.0,Naive,1
2063,6,0.1,Randomized,1
2064,6,0.0,Naive,0
2065,6,0.1,Randomized,0
2066,6,0.0,Naive,1
2067,6,0.1,Randomized,1
2068,6,0.0,Naive,1
2069,6,0.1,Randomized,1
2070,6,0.0,Naive,1
2071,6,0.1,Randomized,0
2072,6,0.0,Naive,1
2073,6,0.1,Randomized,1
2074,6,0.0,Naive,1
2075,6,0.1,Randomized,1
2076,6,0.0,Naive,1
2077,6,0.1,Randomized,1
2078,6,0.0,Naive,1
2079,6,0.1,Randomized,1
2080,6,0.0,Naive,1
2081,6,0.1,Randomized,1
2082,6,0.0,Naive,1
2083,6,0.1,Randomized,1
2084,6,0.0,Naive,1
2085,6,0.1,Randomized,1
2086,6,0.0,Naive,1
2087,6,0.1,Randomized,1
2088,6,0.0,Naive,1
2089,6,0.1,Randomized,1
2090,6,0.0,Naive,1
2091,6,0.1,Randomized,1
2092,6,0.0,Naive,1
2093,6,0.1,Randomized,0
2094,6,0.0,Naive,1
2095,6,0.1,Randomized,1
2096,6,0.0,Naive,1
2097,6,0.1,Randomized,1
2098,6,0.0,Naive,1
2099,6,0.1,Randomized,1
2100,6,0.0,Naive,1
2101,6,0.1,Randomized,1
2102,6,0.0,Naive,1
2103,6,0.1,Randomized,1
2104,6,0.0,Naive,1
2105,6,0.1,Randomized,1
2106,6,0.0,Naive,1
2107,6,0.1,Randomized,1
2108,6,0.0,Naive,1
2109,6,0.1,Randomized,1
2110,6,0.0,Naive,1
2111,6,0.1,Randomized,1
2112,6,0.0,Naive,1
2113,6,0.1,Randomized,0
2114,6,0.0,Naive,1
2115,6,0.1,Randomized,1
2116,6,0.0,Naive,1
2117,6,0.1,Randomized,1
2118,6,0.0,Naive,1
2119,6,0.1,Randomized,1
2120,6,0.0,Naive,1
2121,6,0.1,Randomized,1
2122,6,0.0,Naive,1
2123,6,0.1,Randomized,1
2124,6,0.0,Naive,1
2125,6,0.1,Randomized,1
2126,6,0.0,Naive,1
2127,6,0.1,Randomized,1
2128,6,0.0,Naive,1
2129,6,0.1,Randomized,1
2130,6,0.0,Naive,1
2131,6,0.1,Randomized,1
2132,6,0.0,Naive,1
2133,6,0.1,Randomized,1
2134,6,0.0,Naive,1
2135,6,0.1,Randomized,1
2136,6,0.0,Naive,1
2137,6,0.1,Randomized,1
2138,6,0.0,Naive,1
2139,6,0.1,Randomized,1
2140,6,0.0,Naive,1
2141,6,0.1,Randomized,1
2142,6,0.0,Naive,1
2143,6,0.1,Randomized,1
2144,6,0.0,Naive,1
2145,6,0.1,Randomized,1
2146,6,0.0,Naive,1
2147,6,0.1,Randomized,1
2148,6,0.0,Naive,1
2149,6,0.1,Randomized,1
2150,6,0.0,Naive,1
2151,6,0.1,Randomized,1
2152,6,0.0,Naive,1
2153,6,0.1,Randomized,1
2154,6,0.0,Naive,1
2155,6,0.1,Randomized,1
2156,6,0.0,Naive,1
2157,6,0.1,Randomized,1
2158,6,0.0,Naive,1
2159,6,0.1,Randomized,1
2160,6,0.0,Naive,0
2161,6,0.1,Randomized,0
2162,6,0.0,Naive,1
2163,6,0.1,Randomized,0
2164,6,0.0,Naive,1
2165,6,0.1,Randomized,1
2166,6,0.0,Naive,0
2167,6,0.1,Randomized,0
2168,6,0.0,Naive,1
2169,6,0.1,Randomized,1
2170,6,0.0,Naive,1
2171,6,0.1,Randomized,1
2172,6,0.0,Naive,1
2173,6,0.1,Randomized,1
2174,6,0.0,Naive,1
2175,6,0.1,Randomized,1
2176,6,0.0,Naive,1
2177,6,0.1,Randomized,1
2178,6,0.0,Naive,1
2179,6,0.1,Randomized,1
2180,6,0.0,Naive,1
2181,6,0.1,Randomized,1
2182,6,0.0,Naive,1
2183,6,0.1,Randomized,1
2184,6,0.0,Naive,0
2185,6,0.1,Randomized,0
2186,6,0.0,Naive,1
2187,6,0.1,Randomized,1
2188,6,0.0,Naive,1
2189,6,0.1,Randomized,1
2190,6,0.0,Naive,1
2191,6,0.1,Randomized,1
2192,6,0.0,Naive,1
2193,6,0.1,Randomized,1
2194,6,0.0,Naive,1
2195,6,0.1,Randomized,1
2196,6,0.0,Naive,1
2197,6,0.1,Randomized,1
2198,6,0.0,Naive,1
2199,6,0.1,Randomized,1
2200,6,0.0,Naive,0
2201,6,0.1,Randomized,0
2202,6,0.0,Naive,1
2203,6,0.1,Randomized,1
2204,6,0.0,Naive,1
2205,6,0.1,Randomized,1
2206,6,0.0,Naive,1
2207,6,0.1,Randomized,1
2208,6,0.0,Naive,1
2209,6,0.1,Randomized,1
2210,6,0.0,Naive,1
2211,6,0.1,Randomized,1
2212,6,0.0,Naive,1
2213,6,0.1,Randomized,1
2214,6,0.0,Naive,1
2215,6,0.1,Randomized,1
2216,6,0.0,Naive,1
2217,6,0.1,Randomized,1
2218,6,0.0,Naive,1
2219,6,0.1,Randomized,1
2220,6,0.0,Naive,0
2221,6,0.1,Randomized,0
2222,6,0.0,Naive,1
2223,6,0.1,Randomized,0
2224,6,0.0,Naive,1
2225,6,0.1,Randomized,1
2226,6,0.0,Naive,1
2227,6,0.1,Randomized,1
2228,6,0.0,Naive,1
2229,6,0.1,Randomized,1
2230,6,0.0,Naive,1
2231,6,0.1,Randomized,1
2232,6,0.0,Naive,1
2233,6,0.1,Randomized,1
2234,6,0.0,Naive,1
2235,6,0.1,Randomized,1
2236,6,0.0,Naive,1
2237,6,0.1,Randomized,1
2238,6,0.0,Naive,1
2239,6,0.1,Randomized,1
2240,6,0.0,Naive,1
2241,6,0.1,Randomized,1
2242,6,0.0,Naive,1
2243,6,0.1,Randomized,1
2244,6,0.0,Naive,1
2245,6,0.1,Randomized,1
2246,6,0.0,Naive,1
2247,6,0.1,Randomized,1
2248,6,0.0,Naive,1
2249,6,0.1,Randomized,1
2250,6,0.0,Naive,1
2251,6,0.1,Randomized,1
2252,6,0.0,Naive,1
2253,6,0.1,Randomized,1
2254,6,0.0,Naive,1
2255,6,0.1,Randomized,1
2256,6,0.0,Naive,1
2257,6,0.1,Randomized,1
2258,6,0.0,Naive,0
2259,6,0.1,Randomized,1
2260,6,0.0,Naive,1
2261,6,0.1,Randomized,1
2262,6,0.0,Naive,1
2263,6,0.1,Randomized,1
2264,6,0.0,Naive,1
2265,6,0.1,Randomized,1
2266,6,0.0,Naive,1
2267,6,0.1,Randomized,0
2268,6,0.0,Naive,1
2269,6,0.1,Randomized,0
2270,6,0.0,Naive,1
2271,6,0.1,Randomized,1
2272,6,0.0,Naive,1
2273,6,0.1,Randomized,1
2274,6,0.0,Naive,1
2275,6,0.1,Randomized,0
2276,6,0.0,Naive,1
2277,6,0.1,Randomized,1
2278,6,0.0,Naive,1
2279,6,0.1,Randomized,1
2280,6,0.0,Naive,1
2281,6,0.1,Randomized,1
2282,6,0.0,Naive,1
2283,6,0.1,Randomized,1
2284,6,0.0,Naive,1
2285,6,0.1,Randomized,1
2286,6,0.0,Naive,1
2287,6,0.1,Randomized,1
2288,6,0.0,Naive,1
2289,6,0.1,Randomized,1
2290,6,0.0,Naive,1
2291,6,0.1,Randomized,1
2292,6,0.0,Naive,1
2293,6,0.1,Randomized,1
2294,6,0.0,Naive,1
2295,6,0.1,Randomized,1
2296,6,0.0,Naive,0
2297,6,0.1,Randomized,0
2298,6,0.0,Naive,1
2299,6,0.1,Randomized,1
2300,6,0.0,Naive,0
2301,6,0.1,Randomized,0
2302,6,0.0,Naive,1
2303,6,0.1,Randomized,1
2304,6,0.0,Naive,1
2305,6,0.1,Randomized,1
2306,6,0.0,Naive,1
2307,6,0.1,Randomized,1
2308,6,0.0,Naive,1
2309,6,0.1,Randomized,1
2310,6,0.0,Naive,1
2311,6,0.1,Randomized,1
2312,6,0.0,Naive,1
2313,6,0.1,Randomized,1
2314,6,0.0,Naive,1
2315,6,0.1,Randomized,0
2316,6,0.0,Naive,1
2317,6,0.1,Randomized,1
2318,6,0.0,Naive,1
2319,6,0.1,Randomized,1
2320,6,0.0,Naive,1
2321,6,0.1,Randomized,1
2322,6,0.0,Naive,1
2323,6,0.1,Randomized,0
2324,6,0.0,Naive,1
2325,6,0.1,Randomized,1
2326,6,0.0,Naive,1
2327,6,0.1,Randomized,1
2328,6,0.0,Naive,1
2329,6,0.1,Randomized,1
2330,6,0.0,Naive,1
2331,6,0.1,Randomized,1
2332,6,0.0,Naive,1
2333,6,0.1,Randomized,1
2334,6,0.0,Naive,1
2335,6,0.1,Randomized,1
2336,6,0.0,Naive,1
2337,6,0.1,Randomized,1
2338,6,0.0,Naive,1
2339,6,0.1,Randomized,1
2340,6,0.0,Naive,1
2341,6,0.1,Randomized,1
2342,6,0.0,Naive,1
2343,6,0.1,Randomized,0
2344,6,0.0,Naive,1
2345,6,0.1,Randomized,1
2346,6,0.0,Naive,1
2347,6,0.1,Randomized,1
2348,6,0.0,Naive,1
2349,6,0.1,Randomized,1
2350,6,0.0,Naive,1
2351,6,0.1,Randomized,1
2352,6,0.0,Naive,1
2353,6,0.1,Randomized,1
2354,6,0.0,Naive,1
2355,6,0.1,Randomized,1
2356,6,0.0,Naive,1
2357,6,0.1,Randomized,1
2358,6,0.0,Naive,0
2359,6,0.1,Randomized,0
2360,6,0.0,Naive,1
2361,6,0.1,Randomized,1
2362,6,0.0,Naive,1
2363,6,0.1,Randomized,1
2364,6,0.0,Naive,1
2365,6,0.1,Randomized,1
2366,6,0.0,Naive,1
2367,6,0.1,Randomized,1
2368,6,0.0,Naive,1
2369,6,0.1,Randomized,1
2370,6,0.0,Naive,0
2371,6,0.1,Randomized,0
2372,6,0.0,Naive,1
2373,6,0.1,Randomized,1
2374,6,0.0,Naive,1
2375,6,0.1,Randomized,1
2376,6,0.0,Naive,1
2377,6,0.1,Randomized,1
2378,6,0.0,Naive,1
2379,6,0.1,Randomized,1
2380,6,0.0,Naive,1
2381,6,0.1,Randomized,1
2382,6,0.0,Naive,1
2383,6,0.1,Randomized,1
2384,6,0.0,Naive,1
2385,6,0.1,Randomized,1
2386,6,0.0,Naive,1
2387,6,0.1,Randomized,1
2388,6,0.0,Naive,1
2389,6,0.1,Randomized,1
2390,6,0.0,Naive,1
2391,6,0.1,Randomized,1
2392,6,0.0,Naive,1
2393,6,0.1,Randomized,1
2394,6,0.0,Naive,1
2395,6,0.1,Randomized,1
2396,6,0.0,Naive,1
2397,6,0.1,Randomized,1
2398,6,0.0,Naive,1
2399,6,0.1,Randomized,1
2400,6,0.0,Naive,1
2401,6,0.1,Randomized,0
2402,6,0.0,Naive,1
2403,6,0.1,Randomized,1
2404,6,0.0,Naive,0
2405,6,0.1,Randomized,0
2406,6,0.0,Naive,1
2407,6,0.1,Randomized,0
2408,6,0.0,Naive,1
2409,6,0.1,Randomized,1
2410,6,0.0,Naive,1
2411,6,0.1,Randomized,1
2412,6,0.0,Naive,1
2413,6,0.1,Randomized,0
2414,6,0.0,Naive,1
2415,6,0.1,Randomized,1
2416,6,0.0,Naive,1
2417,6,0.1,Randomized,1
2418,6,0.0,Naive,1
2419,6,0.1,Randomized,1
2420,6,0.0,Naive,1
2421,6,0.1,Randomized,1
2422,6,0.0,Naive,1
2423,6,0.1,Randomized,1
2424,6,0.0,Naive,1
2425,6,0.1,Randomized,1
2426,6,0.0,Naive,0
2427,6,0.1,Randomized,0
2428,6,0.0,Naive,1
2429,6,0.1,Randomized,1
2430,6,0.0,Naive,1
2431,6,0.1,Randomized,1
2432,6,0.0,Naive,1
2433,6,0.1,Randomized,1
2434,6,0.0,Naive,0
2435,6,0.1,Randomized,0
2436,6,0.0,Naive,1
2437,6,0.1,Randomized,1
2438,6,0.0,Naive,0
2439,6,0.1,Randomized,1
2440,6,0.0,Naive,1
2441,6,0.1,Randomized,1
2442,6,0.0,Naive,1
2443,6,0.1,Randomized,1
2444,6,0.0,Naive,1
2445,6,0.1,Randomized,1
2446,6,0.0,Naive,1
2447,6,0.1,Randomized,1
2448,6,0.0,Naive,1
2449,6,0.1,Randomized,1
2450,6,0.0,Naive,1
2451,6,0.1,Randomized,1
2452,6,0.0,Naive,1
2453,6,0.1,Randomized,1
2454,6,0.0,Naive,1
2455,6,0.1,Randomized,1
2456,6,0.0,Naive,1
2457,6,0.1,Randomized,1
2458,6,0.0,Naive,1
2459,6,0.1,Randomized,1
2460,6,0.0,Naive,0
2461,6,0.1,Randomized,0
2462,6,0.0,Naive,1
2463,6,0.1,Randomized,1
2464,6,0.0,Naive,1
2465,6,0.1,Randomized,1
2466,6,0.0,Naive,1
2467,6,0.1,Randomized,1
2468,6,0.0,Naive,1
2469,6,0.1,Randomized,1
2470,6,0.0,Naive,1
2471,6,0.1,Randomized,1
2472,6,0.0,Naive,1
2473,6,0.1,Randomized,1
2474,6,0.0,Naive,1
2475,6,0.1,Randomized,1
2476,6,0.0,Naive,1
2477,6,0.1,Randomized,1
2478,6,0.0,Naive,1
2479,6,0.1,Randomized,1
2480,6,0.0,Naive,1
2481,6,0.1,Randomized,1
2482,6,0.0,Naive,1
2483,6,0.1,Randomized,1
2484,6,0.0,Naive,1
2485,6,0.1,Randomized,1
2486,6,0.0,Naive,1
2487,6,0.1,Randomized,1
2488,6,0.0,Naive,1
2489,6,0.1,Randomized,1
2490,6,0.0,Naive,1
2491,6,0.1,Randomized,0
2492,6,0.0,Naive,1
2493,6,0.1,Randomized,1
2494,6,0.0,Naive,1
2495,6,0.1,Randomized,1
2496,6,0.0,Naive,1
2497,6,0.1,Randomized,1
2498,6,0.0,Naive,1
2499,6,0.1,Randomized,1
2500,6,0.0,Naive,1
2501,6,0.1,Randomized,1
2502,6,0.0,Naive,0
2503,6,0.1,Randomized,0
2504,6,0.0,Naive,1
2505,6,0.1,Randomized,1
2506,6,0.0,Naive,1
2507,6,0.1,Randomized,1
2508,6,0.0,Naive,1
2509,6,0.1,Randomized,1
2510,6,0.0,Naive,1
2511,6,0.1,Randomized,1
2512,6,0.0,Naive,1
2513,6,0.1,Randomized,1
2514,6,0.0,Naive,1
2515,6,0.1,Randomized,1
2516,6,0.0,Naive,1
2517,6,0.1,Randomized,1
2518,6,0.0,Naive,1
2519,6,0.1,Randomized,1
2520,6,0.0,Naive,1
2521,6,0.1,Randomized,1
2522,6,0.0,Naive,1
2523,6,0.1,Randomized,1
2524,6,0.0,Naive,1
2525,6,0.1,Randomized,1
2526,6,0.0,Naive,1
2527,6,0.1,Randomized,1
2528,6,0.0,Naive,0
2529,6,0.1,Randomized,0
2530,6,0.0,Naive,1
2531,6,0.1,Randomized,1
2532,6,0.0,Naive,1
2533,6,0.1,Randomized,1
2534,6,0.0,Naive,1
2535,6,0.1,Randomized,1
2536,6,0.0,Naive,1
2537,6,0.1,Randomized,1
2538,6,0.0,Naive,1
2539,6,0.1,Randomized,1
2540,6,0.0,Naive,1
2541,6,0.1,Randomized,1
2542,6,0.0,Naive,1
2543,6,0.1,Randomized,1
2544,6,0.0,Naive,1
2545,6,0.1,Randomized,1
2546,6,0.0,Naive,1
2547,6,0.1,Randomized,0
2548,6,0.0,Naive,1
2549,6,0.1,Randomized,0
2550,6,0.0,Naive,1
2551,6,0.1,Randomized,1
2552,6,0.0,Naive,1
2553,6,0.1,Randomized,1
2554,6,0.0,Naive,0
2555,6,0.1,Randomized,0
2556,6,0.0,Naive,1
2557,6,0.1,Randomized,1
2558,6,0.0,Naive,1
2559,6,0.1,Randomized,1
2560,6,0.0,Naive,1
2561,6,0.1,Randomized,1
2562,6,0.0,Naive,1
2563,6,0.1,Randomized,1
2564,6,0.0,Naive,1
2565,6,0.1,Randomized,1
2566,6,0.0,Naive,1
2567,6,0.1,Randomized,1
2568,6,0.0,Naive,1
2569,6,0.1,Randomized,1
2570,6,0.0,Naive,0
2571,6,0.1,Randomized,1
2572,6,0.0,Naive,1
2573,6,0.1,Randomized,1
2574,6,0.0,Naive,0
2575,6,0.1,Randomized,0
2576,6,0.0,Naive,1
2577,6,0.1,Randomized,1
2578,6,0.0,Naive,1
2579,6,0.1,Randomized,1
2580,6,0.0,Naive,1
2581,6,0.1,Randomized,1
2582,6,0.0,Naive,1
2583,6,0.1,Randomized,1
2584,6,0.0,Naive,0
2585,6,0.1,Randomized,0
2586,6,0.0,Naive,1
2587,6,0.1,Randomized,1
2588,6,0.0,Naive,1
2589,6,0.1,Randomized,1
2590,6,0.0,Naive,1
2591,6,0.1,Randomized,1
2592,6,0.0,Naive,1
2593,6,0.1,Randomized,1
2594,6,0.0,Naive,1
2595,6,0.1,Randomized,1
2596,6,0.0,Naive,1
2597,6,0.1,Randomized,1
2598,6,0.0,Naive,1
2599,6,0.1,Randomized,1
2600,6,0.0,Naive,1
2601,6,0.1,Randomized,1
2602,6,0.0,Naive,1
2603,6,0.1,Randomized,1
2604,6,0.0,Naive,1
2605,6,0.1,Randomized,1
2606,6,0.0,Naive,1
2607,6,0.1,Randomized,1
2608,6,0.0,Naive,1
2609,6,0.1,Randomized,1
2610,6,0.0,Naive,1
2611,6,0.1,Randomized,1
2612,6,0.0,Naive,1
2613,6,0.1,Randomized,1
2614,6,0.0,Naive,1
2615,6,0.1,Randomized,1
2616,6,0.0,Naive,1
2617,6,0.1,Randomized,1
2618,6,0.0,Naive,1
2619,6,0.1,Randomized,1
2620,6,0.0,Naive,1
2621,6,0.1,Randomized,1
2622,6,0.0,Naive,1
2623,6,0.1,Randomized,1
2624,6,0.0,Naive,0
2625,6,0.1,Randomized,0
2626,6,0.0,Naive,1
2627,6,0.1,Randomized,1
2628,6,0.0,Naive,1
2629,6,0.1,Randomized,1
2630,6,0.0,Naive,0
2631,6,0.1,Randomized,0
2632,6,0.0,Naive,1
2633,6,0.1,Randomized,1
2634,6,0.0,Naive,1
2635,6,0.1,Randomized,0
2636,6,0.0,Naive,1
2637,6,0.1,Randomized,1
2638,6,0.0,Naive,1
2639,6,0.1,Randomized,1
2640,6,0.0,Naive,1
2641,6,0.1,Randomized,1
2642,6,0.0,Naive,1
2643,6,0.1,Randomized,1
2644,6,0.0,Naive,1
2645,6,0.1,Randomized,1
2646,6,0.0,Naive,1
2647,6,0.1,Randomized,1
2648,6,0.0,Naive,1
2649,6,0.1,Randomized,1
2650,6,0.0,Naive,1
2651,6,0.1,Randomized,1
2652,6,0.0,Naive,1
2653,6,0.1,Randomized,1
2654,6,0.0,Naive,1
2655,6,0.1,Randomized,1
2656,6,0.0,Naive,1
2657,6,0.1,Randomized,1
2658,6,0.0,Naive,1
2659,6,0.1,Randomized,1
2660,6,0.0,Naive,1
2661,6,0.1,Randomized,1
2662,6,0.0,Naive,1
2663,6,0.1,Randomized,1
2664,6,0.0,Naive,0
2665,6,0.1,Randomized,0
2666,6,0.0,Naive,1
2667,6,0.1,Randomized,1
2668,6,0.0,Naive,1
2669,6,0.1,Randomized,1
2670,6,0.0,Naive,1
2671,6,0.1,Randomized,1
2672,6,0.0,Naive,1
2673,6,0.1,Randomized,1
2674,6,0.0,Naive,1
2675,6,0.1,Randomized,1
2676,6,0.0,Naive,1
2677,6,0.1,Randomized,1
2678,6,0.0,Naive,1
2679,6,0.1,Randomized,1
2680,6,0.0,Naive,1
2681,6,0.1,Randomized,1
2682,6,0.0,Naive,1
2683,6,0.1,Randomized,1
2684,6,0.0,Naive,1
2685,6,0.1,Randomized,1
2686,6,0.0,Naive,1
2687,6,0.1,Randomized,1
2688,6,0.0,Naive,1
2689,6,0.1,Randomized,1
2690,6,0.0,Naive,1
2691,6,0.1,Randomized,1
2692,6,0.0,Naive,1
2693,6,0.1,Randomized,1
2694,6,0.0,Naive,1
2695,6,0.1,Randomized,1
2696,6,0.0,Naive,1
2697,6,0.1,Randomized,1
2698,6,0.0,Naive,0
2699,6,0.1,Randomized,0
2700,6,0.0,Naive,0
2701,6,0.1,Randomized,0
2702,6,0.0,Naive,1
2703,6,0.1,Randomized,1
2704,6,0.0,Naive,1
2705,6,0.1,Randomized,1
2706,6,0.0,Naive,0
2707,6,0.1,Randomized,0
2708,6,0.0,Naive,1
2709,6,0.1,Randomized,1
2710,6,0.0,Naive,1
2711,6,0.1,Randomized,1
2712,6,0.0,Naive,0
2713,6,0.1,Randomized,0
2714,6,0.0,Naive,1
2715,6,0.1,Randomized,1
2716,6,0.0,Naive,1
2717,6,0.1,Randomized,1
2718,6,0.0,Naive,1
2719,6,0.1,Randomized,1
2720,6,0.0,Naive,1
2721,6,0.1,Randomized,1
2722,6,0.0,Naive,1
2723,6,0.1,Randomized,1
2724,6,0.0,Naive,1
2725,6,0.1,Randomized,1
2726,6,0.0,Naive,1
2727,6,0.1,Randomized,1
2728,6,0.0,Naive,1
2729,6,0.1,Randomized,1
2730,6,0.0,Naive,0
2731,6,0.1,Randomized,0
2732,6,0.0,Naive,1
2733,6,0.1,Randomized,1
2734,6,0.0,Naive,1
2735,6,0.1,Randomized,1
2736,6,0.0,Naive,1
2737,6,0.1,Randomized,1
2738,6,0.0,Naive,0
2739,6,0.1,Randomized,0
2740,6,0.0,Naive,1
2741,6,0.1,Randomized,1
2742,6,0.0,Naive,0
2743,6,0.1,Randomized,0
2744,6,0.0,Naive,1
2745,6,0.1,Randomized,1
2746,6,0.0,Naive,1
2747,6,0.1,Randomized,1
2748,6,0.0,Naive,1
2749,6,0.1,Randomized,1
2750,6,0.0,Naive,1
2751,6,0.1,Randomized,1
2752,6,0.0,Naive,1
2753,6,0.1,Randomized,1
2754,6,0.0,Naive,1
2755,6,0.1,Randomized,1
2756,6,0.0,Naive,0
2757,6,0.1,Randomized,0
2758,6,0.0,Naive,1
2759,6,0.1,Randomized,1
2760,6,0.0,Naive,1
2761,6,0.1,Randomized,1
